Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ARTHUR CAMPOS MELLO;50016091;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"ERNESTO DE MATTOS CARVALHO, 815 CACHOEIRINHA - VL. 79814-110 Dourados - MS.";(67) 34237045;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2474084;-54.82452135
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM CLARICE BASTOS ROSA;50016105;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOAO VICENTE FERREIRA, 6575 JARDIM MARACANA. 79833-085 Dourados - MS.";(67) 34282312;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2170689;-54.7683376
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFª ELZA FARIAS KINTSCHEV REAL;50016113;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA EULALIA PIRES, 815 COHAB II. 79820-070 Dourados - MS.";(67) 34117629;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-22.2459993;-54.8235689
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FRANCISCO MEIRELES;50016130;MS;Dourados;Rural;A escola não está em área de localização diferenciada;Pública;"MISSAO EVANGELICA CAIUA, S/N CAIXA POSTAL 04. ZONA RURAL. 79804-970 Dourados - MS.";(67) 34117610;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.1970629;-54.7874619
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FRANKLIN LUIZ AZAMBUJA;50016148;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MANOEL RASSELEM, 495 JARDIM RASSLEM. 79813-070 Dourados - MS.";(67) 34117617;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2551102;-54.818136
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM IZABEL MUZZI FIORAVANTI;50016156;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MARIA DA GLORIA, 890 VILA INDUSTRIAL. 79840-150 Dourados - MS.";(67) 34245709;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.228598;-54.7849136
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JANUARIO PEREIRA DE ARAUJO;50016164;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"ALPES, DOS, 826 ITALIA - JD. 79814-060 Dourados - MS.";(67) 984688136;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-22.2409081;-54.8170989
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SOCRATES CAMARA;50016172;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOAO CAMILO MARTINS, 655 JARDIM CANAA I. 79804-970 Dourados - MS.";(67) 34243822;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.206174;-54.7698999
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JOAQUIM MURTINHO;50016180;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ONOFRE PEREIRA DE MATOS, 1.842 CENTRO. 79802-010 Dourados - MS.";(67) 30328494;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2305003;-54.8105754
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM LAUDEMIRA COUTINHO DE MELO;50016199;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"AYRTON SENNA, 350 SANTA MARIA - JD. 79833-320 Dourados - MS.";(67) 84688139;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2169199;-54.7592353
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM MARIA DA ROSA ANTUNES DA SILVEIRA CAMARA;50016210;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PRESIDENTE KENNEDY, 710 VILA INDUSTRIAL. 79840-010 Dourados - MS.";(67) 34241726;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2260971;-54.7788678
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM INDIGENA TENGATUI MARANGATU - POLO;50016245;MS;Dourados;Rural;Terra indígena;Pública;"RODOVIA BR-156, 217 RESERVA INDIGENA. ALDEIA JAGUAPIRU. 79827-500 Dourados - MS.";(67) 981925487;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.173758;-54.8285584
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FREI EUCARIO SCHMITT;50016300;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ANTONIO AMARO DE MATTOS, 5075 JARDIM DOS ESTADOS. 79831-130 Dourados - MS.";(67) 34117164;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2084139;-54.7854201
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM VER ALBERTINA PEREIRA DE MATOS;50016342;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA IZZAT BUSSUAN, 4295 VILA MARY. 79833-180 Dourados - MS.";(67) 30332390;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.21467038;-54.78293586
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA FRANCISCANA IMACULADA CONCEICAO;50016385;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA FIRMINO VIEIRA DE MATOS, 1509 VILA PROGRESSO. 79825-050 Dourados - MS.";(67) 34214741;Privada;Filantrópica;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";"Atendimento Educacional Especializado, Atividade Complementar";-22.2188683;-54.815875
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA VITAL BRASIL;50016393;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOAO ROSA GOES, 1760 3º ANDAR. VILA PROGRESSO. 79825-070 Dourados - MS.";(67) 34117823;Privada;Filantrópica;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Profissional;;-22.2167812;-54.8139656
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ESCOLA ESPECIALIZADA ARCO IRIS - ASSOCIACAO PESTALOZZI DE DOURADOS;50016407;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOM JOAO VI, 905 JARDIM OURO VERDE. 79840-100 Dourados - MS.";(67) 34241851;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-22.22322;-54.77639
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE ANTONIA DA SILVEIRA CAPILE;50016415;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ITAMARATI, 200 JARDIM AGUA BOA. 79811-110 Dourados - MS.";(67) 34227093;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Médio;Atividade Complementar;-22.239147;-54.8087499
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE RAMONA DA SILVA PEDROSO;50016431;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ADROALDO PIZZINI, 2750 JARDIM SANTO ANDRE. 79810-100 Dourados - MS.";(67) 34213000;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";"Atendimento Educacional Especializado, Atividade Complementar";-22.2329512;-54.7978643
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROFª FLORIANA LOPES;50016482;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOSE BONIFACIO DA SILVA, 2935 CONJUNTO HABITACIONAL IZIDRO PEDROSO. 79840-301 Dourados - MS.";(67) 34251217;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";"Atendimento Educacional Especializado, Atividade Complementar";-22.2413014;-54.7890694
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFª ANTONIA CANDIDA DE MELO;50016504;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOSE VALERIO DOS SANTOS, 510 PARQUE DAS NACOES II. 79842-080 Dourados - MS.";(67) 34245506;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2401171;-54.7534824
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM BERNARDINA CORREA DE ALMEIDA;50016512;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA EULALIA PIRES, VILA ALMEIDA. 79814-280 Dourados - MS.";(67) 34232069;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atividade Complementar;-22.2413768;-54.8239417
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PREF ALVARO BRANDAO;50016520;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"FILOMENO JOAO PIRES, 1 JOAO PAULO II - JD. 79841-150 Dourados - MS.";(67) 34245525;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2307782;-54.7714914
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROF MANOEL SANTIAGO DE OLIVEIRA;50016539;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"PONTA GROSSA, 3471 SEM COMPLEMENTO. ROSA - VL. 79831-030 Dourados - MS.";(67) 84688473;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2152587;-54.7956579
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM WEIMAR GONCALVES TORRES;50016547;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ANTONIO EMILIO DE FIGUEIREDO, 80 JARDIM OLINDA. 79820-140 Dourados - MS.";(67) 34117195;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2334876;-54.8320246
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROF CLORI BENEDETTI DE FREITAS;50016555;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"ALFENAS, 725 JOQUEI CLUBE - JD. 79843-190 Dourados - MS.";(67) 34241243;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2463436;-54.7378885
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM LOIDE BONFIM ANDRADE;50016580;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"MARIA DE CARVALHO, 560 AGUA BOA - JD. 79812-010 Dourados - MS.";(67) 34117622;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2436971;-54.8103932
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ETALIVIO PENZO;50016598;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ROSEMIRO RODRIGUES VIEIRA, 230 PARQUE DAS NACOES II. 79842-030 Dourados - MS.";(67) 34283951;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.2353165;-54.748727
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO UNIGRAN;50016628;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA BALBINA DE MATOS, 2121 JARDIM UNIVERSITARIO. 79824-900 Dourados - MS.";(67) 34114105;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-22.2126219;-54.8265802
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SERVICO DE EDUCACAO INTEGRAL;50016679;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA BALBINA DE MATOS, 1895 JARDIM TROPICAL. 79824-010 Dourados - MS.";(67) 34261016;Privada;Particular;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-22.21668;-54.82648
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM CEL FIRMINO VIEIRA DE MATOS;50016768;MS;Dourados;Rural;A escola não está em área de localização diferenciada;Pública;"RUA NINA GOMES DA SILVA, S/Nº VILA MACAUBA. 79874-000 Dourados - MS.";(67) 34291130;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.1404754;-54.4908189
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE ANTONIO VICENTE AZAMBUJA;50016873;MS;Dourados;Rural;A escola não está em área de localização diferenciada;Pública;"RUA MIRANDA, S/N DISTRITO DE ITAHUM. 79864-000 Dourados - MS.";(67) 34181131;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";"Atendimento Educacional Especializado, Atividade Complementar";-22.0849319;-55.3541487
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM DOM AQUINO CORREA;50016938;MS;Dourados;Rural;A escola não está em área de localização diferenciada;Pública;"RUA YOLANDA KARRU, 6220 DISTRITO DE PANAMBI. 79876-000 Dourados - MS.";(67) 34131134;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;-22.1167189;-54.6961173
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PREF RUY GOMES;50017071;MS;Dourados;Rural;A escola não está em área de localização diferenciada;Pública;"RUA BAHIA, 440 -. VILA SAO PEDRO. 79862-000 Dourados - MS.";(67) 34901011;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.1812006;-54.6713875
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PADRE ANCHIETA;50017225;MS;Dourados;Rural;A escola não está em área de localização diferenciada;Pública;"RUA SAO PAULO, 4150 DISTRITO -ZONA RURAL. DISTRITO DE VILA FORMOSA. 79872-000 Dourados - MS.";(67) 34151125;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.0864755;-54.5085025
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PRES GETULIO VARGAS;50017373;MS;Dourados;Rural;A escola não está em área de localização diferenciada;Pública;"RUA FRADIQUE CORREA, 2305 CAIXA POSTAL 3016. VILA VARGAS. 79878-000 Dourados - MS.";(67) 34141218;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";"Atendimento Educacional Especializado, Atividade Complementar";-22.1325751;-54.6147888
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;CENTRO DE EDUCACAO ESPECIAL DE FATIMA DO SUL;50017381;MS;Fátima do Sul;Urbana;A escola não está em área de localização diferenciada;Privada;"NENEGO GRATIVAL, 2051 JARDIM NOVA FATIMA. 79700-000 Fátima do Sul - MS.";(67) 34672896;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-22.3930308;-54.5048521
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE VILA BRASIL;50017411;MS;Fátima do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CRISTOBALINA RUIZ CABELO, 1966 ESCOLA. JARDIM TATIANE. 79700-000 Fátima do Sul - MS.";(67) 34671630;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";"Atendimento Educacional Especializado, Atividade Complementar";-22.3674055;-54.514049
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE SEN FILINTO MULLER;50017438;MS;Fátima do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MILIANA MARIA DE JESUS BARROS, 1862 CENTRO EDUCACIONAL. 79700-000 Fátima do Sul - MS.";(67) 34671352;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";"Atendimento Educacional Especializado, Atividade Complementar";-22.3863326;-54.5095363
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE VICENTE PALLOTTI;50017497;MS;Fátima do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PASTOR LEMOS, 2011 SANTA RITA. 79700-000 Fátima do Sul - MS.";(67) 34671590;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atividade Complementar;-22.372382;-54.5102387
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO EDUCACIONAL REINO DO SABER;50017527;MS;Fátima do Sul;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ATAUPHO DE MATOS, 1290 ESCOLA. MARTA ROCHA. 79700-000 Fátima do Sul - MS.";(67) 34671033;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-22.37951;-54.51415
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE JONAS BELARMINO DA SILVA;50017560;MS;Fátima do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"RUA DIOMEDES XAVIER BARBOSA, S/N CULTURAMA. 79702-000 Fátima do Sul - MS.";(67) 34691197;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-22.3109694;-54.3375061
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO ESPECIAL BRISA;50017594;MS;Itaporã;Urbana;A escola não está em área de localização diferenciada;Privada;"AV. STEFANO GONELLA, 55 PREDIO. CRISTO REI. 79890-000 Itaporã - MS.";(67) 34511445;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;-22.0869942;-54.7894219
